"年月日","基準価額（円）","前日比（円）","純資産総額（百万円）"
"2023/03/03","19265","223","1844907"
"2023/03/06","19467","202","1865912"
"2023/03/07","19511","44","1870623"
"2023/03/08","19385","-126","1859301"
"2023/03/09","19378","-7","1858986"
"2023/03/10","18872","-506","1819885"
"2023/03/13","18372","-500","1771791"
"2023/03/14","18190","-182","1756184"
"2023/03/15","18689","499","1805810"
"2023/03/16","18378","-311","1777505"
"2023/03/17","18735","357","1815644"
"2023/03/20","18409","-326","1788422"
"2023/03/22","18797","388","1827384"
"2023/03/23","18262","-535","1777373"
"2023/03/24","18280","18","1780413"
"2023/03/27","18382","102","1791640"
"2023/03/28","18413","31","1797095"
"2023/03/29","18472","59","1805866"
"2023/03/30","18916","444","1850607"
"2023/03/31","19167","251","1875709"
"2023/04/03","19388","221","1898295"
"2023/04/04","19383","-5","1898280"
"2023/04/05","19120","-263","1891610"
"2023/04/06","19021","-99","1881045"
"2023/04/07","19178","157","1896838"
"2023/04/10","19300","122","1909064"
"2023/04/11","19445","145","1923360"
"2023/04/12","19487","42","1939454"
"2023/04/13","19340","-147","1924527"
"2023/04/14","19494","154","1939388"
"2023/04/17","19643","149","1956617"
"2023/04/18","19793","150","1971227"
"2023/04/19","19759","-34","1969100"
"2023/04/20","19874","115","1978868"
"2023/04/21","19670","-204","1957134"
"2023/04/24","19659","-11","1956498"
"2023/04/25","19707","48","1961014"
"2023/04/26","19319","-388","1923504"
"2023/04/27","19233","-86","1915967"
"2023/04/28","19670","437","1959341"
"2023/05/01","20234","564","2016291"
"2023/05/02","20349","115","2028323"
"2023/05/08","19826","-523","1994636"
"2023/05/09","19865","39","1997650"
"2023/05/10","19749","-116","1995028"
"2023/05/11","19695","-54","1990445"
"2023/05/12","19731","36","1995418"
"2023/05/15","19911","180","2013875"
"2023/05/16","19973","62","2020317"
"2023/05/17","19910","-63","2015583"
"2023/05/18","20317","407","2056543"
"2023/05/19","20630","313","2088137"
"2023/05/22","20498","-132","2076878"
"2023/05/23","20616","118","2086278"
"2023/05/24","20407","-209","2064222"
"2023/05/25","20390","-17","2061955"
"2023/05/26","20621","231","2085614"
"2023/05/29","21023","402","2127188"
"2023/05/30","20948","-75","2120149"
"2023/05/31","20875","-73","2112744"
"2023/06/01","20666","-209","2091503"
"2023/06/02","20842","176","2109501"
"2023/06/05","21327","485","2179258"
"2023/06/06","21199","-128","2167693"
"2023/06/07","21235","36","2172662"
"2023/06/08","21229","-6","2172200"
"2023/06/09","21232","3","2173168"
"2023/06/12","21300","68","2190519"
"2023/06/13","21540","240","2216256"
"2023/06/14","21747","207","2241440"
"2023/06/15","21819","72","2250147"
"2023/06/16","22076","257","2281185"
"2023/06/19","22254","178","2302002"
"2023/06/20","22295","41","2307199"
"2023/06/21","22099","-196","2286920"
"2023/06/22","22034","-65","2282404"
"2023/06/23","22304","270","2311545"
"2023/06/26","22183","-121","2299552"
"2023/06/27","22105","-78","2292050"
"2023/06/28","22395","290","2325582"
"2023/06/29","22462","67","2333431"
"2023/06/30","22664","202","2355746"
"2023/07/03","22867","203","2377836"
"2023/07/04","22903","36","2383034"
"2023/07/05","22903","0","2406546"
"2023/07/06","22842","-61","2400148"
"2023/07/07","22618","-224","2380995"
"2023/07/10","22303","-315","2348838"
"2023/07/11","22188","-115","2338085"
"2023/07/12","22090","-98","2339784"
"2023/07/13","22061","-29","2337761"
"2023/07/14","22147","86","2348187"
"2023/07/18","22345","198","2373772"
"2023/07/19","22531","186","2394798"
"2023/07/20","22691","160","2417027"
"2023/07/21","22602","-89","2409534"
"2023/07/24","22890","288","2442581"
"2023/07/25","22942","52","2449163"
"2023/07/26","22930","-12","2450607"
"2023/07/27","22802","-128","2438737"
"2023/07/28","22526","-276","2410526"
"2023/07/31","22984","458","2461027"
"2023/08/01","23260","276","2493101"
"2023/08/02","23326","66","2503130"
"2023/08/03","23042","-284","2494107"
"2023/08/04","22890","-152","2479285"
"2023/08/07","22582","-308","2446669"
"2023/08/08","23004","422","2494151"
"2023/08/09","22973","-31","2494200"
"2023/08/10","22892","-81","2497754"
"2023/08/14","23061","169","2517327"
"2023/08/15","23273","212","2543365"
"2023/08/16","23027","-246","2518149"
"2023/08/17","22977","-50","2517236"
"2023/08/18","22682","-295","2485799"
"2023/08/21","22621","-61","2480599"
"2023/08/22","22924","303","2514271"
"2023/08/23","22774","-150","2500022"
"2023/08/24","22890","116","2514081"
"2023/08/25","22795","-95","2504914"
"2023/08/28","23001","206","2530538"
"2023/08/29","23143","142","2548771"
"2023/08/30","23402","259","2580283"
"2023/08/31","23519","117","2593860"
"2023/09/01","23411","-108","2582262"
"2023/09/04","23541","130","2597836"
"2023/09/05","23587","46","2624919"
"2023/09/06","23698","111","2637208"
"2023/09/07","23547","-151","2625291"
"2023/09/08","23327","-220","2601651"
"2023/09/11","23354","27","2606628"
"2023/09/12","23472","118","2632736"
"2023/09/13","23434","-38","2632858"
"2023/09/14","23439","5","2635468"
"2023/09/15","23715","276","2667955"
"2023/09/19","23462","-253","2644134"
"2023/09/20","23428","-34","2643411"
"2023/09/21","23302","-126","2632186"
"2023/09/22","22803","-499","2578506"
"2023/09/25","22878","75","2589274"
"2023/09/26","23041","163","2609354"
"2023/09/27","22722","-319","2579257"
"2023/09/28","22814","92","2591920"
"2023/09/29","22940","126","2608477"
"2023/10/02","22911","-29","2607384"
"2023/10/03","22932","21","2611770"
"2023/10/04","22526","-406","2590297"
"2023/10/05","22644","118","2605988"
"2023/10/06","22600","-44","2602036"
"2023/10/10","22991","391","2649655"
"2023/10/11","23120","129","2666168"
"2023/10/12","23314","194","2705679"
"2023/10/13","23276","-38","2703702"
"2023/10/16","23107","-169","2686340"
"2023/10/17","23350","243","2715946"
"2023/10/18","23389","39","2727241"
"2023/10/19","23079","-310","2692895"
"2023/10/20","22897","-182","2672722"
"2023/10/23","22599","-298","2638679"
"2023/10/24","22542","-57","2634584"
"2023/10/25","22741","199","2660925"
"2023/10/26","22458","-283","2630741"
"2023/10/27","22207","-251","2604812"
"2023/10/30","22025","-182","2585222"
"2023/10/31","22238","213","2612160"
"2023/11/01","22677","439","2665933"
"2023/11/02","22787","110","2680816"
"2023/11/06","23291","504","2764183"
"2023/11/07","23400","109","2780214"
"2023/11/08","23555","155","2802691"
"2023/11/09","23644","89","2813193"
"2023/11/10","23511","-133","2809937"
"2023/11/13","23925","414","2858715"
"2023/11/14","23916","-9","2858914"
"2023/11/15","24197","281","2894294"
"2023/11/16","24350","153","2911909"
"2023/11/17","24291","-59","2911401"
"2023/11/20","24191","-100","2899620"
"2023/11/21","24084","-107","2887007"
"2023/11/22","24064","-20","2886222"
"2023/11/24","24370","306","2924145"
"2023/11/27","24367","-3","2924673"
"2023/11/28","24097","-270","2894279"
"2023/11/29","23924","-173","2875919"
"2023/11/30","23926","2","2877815"
"2023/12/01","24155","229","2906381"
"2023/12/04","24055","-100","2895875"
"2023/12/05","24048","-7","2918028"
"2023/12/06","24054","6","2921857"
"2023/12/07","23946","-108","2910327"
"2023/12/08","23497","-449","2856628"
"2023/12/11","23948","451","2912894"
"2023/12/12","24121","173","2949005"
"2023/12/13","24191","70","2962542"
"2023/12/14","23993","-198","2940104"
"2023/12/15","24063","70","2949277"
"2023/12/18","24010","-53","2946843"
"2023/12/19","24203","193","2975226"
"2023/12/20","24575","372","3023021"
"2023/12/21","24124","-451","2968653"
"2023/12/22","24179","55","2976833"
"2023/12/25","24198","19","2978483"
"2023/12/26","24207","9","2981699"
"2023/12/27","24398","191","3005260"
"2023/12/28","24272","-126","2995789"
"2023/12/29","24281","9","2998773"
"2024/01/04","24154","-127","2985319"
"2024/01/05","24342","188","3012130"
"2024/01/09","24552","210","3104018"
"2024/01/10","24639","87","3126900"
"2024/01/11","24944","305","3188640"
"2024/01/12","24871","-73","3187725"
"2024/01/15","24865","-6","3192377"
"2024/01/16","24992","127","3214869"
"2024/01/17","25160","168","3236458"
"2024/01/18","25159","-1","3253243"
"2024/01/19","25369","210","3286373"
"2024/01/22","25685","316","3335325"
"2024/01/23","25732","47","3345968"
"2024/01/24","25811","79","3367757"
"2024/01/25","25779","-32","3369510"
"2024/01/26","25888","109","3389351"
"2024/01/29","25967","79","3407542"
"2024/01/30","26010","43","3418168"
"2024/01/31","26026","16","3431376"
"2024/02/01","25486","-540","3365218"
"2024/02/02","25741","255","3404831"
"2024/02/05","26421","680","3531228"
"2024/02/06","26324","-97","3527757"
"2024/02/07","26244","-80","3525942"
"2024/02/08","26509","265","3566585"
"2024/02/09","26773","264","3607948"
"2024/02/13","26879","106","3641895"
"2024/02/14","26743","-136","3627665"
"2024/02/15","26969","226","3673666"
"2024/02/16","27091","122","3695755"
"2024/02/19","26922","-169","3685380"
"2024/02/20","26985","63","3700339"
"2024/02/21","26785","-200","3672873"
"2024/02/22","26889","104","3703094"
"2024/02/26","27433","544","3782855"
"2024/02/27","27385","-48","3781305"
"2024/02/28","27403","18","3795582"
"2024/02/29","27391","-12","3797542"
"2024/03/01","27473","82","3814392"
"2024/03/04","27652","179","3843554"
"2024/03/05","27683","31","3884150"
"2024/03/06","27335","-348","3848430"
"2024/03/07","27288","-47","3848169"
"2024/03/08","27358","70","3863205"
"2024/03/11","26990","-368","3816702"
"2024/03/12","26964","-26","3833118"
"2024/03/13","27393","429","3901169"
"2024/03/14","27370","-23","3900653"
"2024/03/15","27466","96","3917391"
"2024/03/18","27422","-44","3917156"
"2024/03/19","27588","166","3947276"
"2024/03/21","28277","689","4050983"
"2024/03/22","28519","242","4087692"
"2024/03/25","28450","-69","4083771"
"2024/03/26","28344","-106","4070977"
"2024/03/27","28310","-34","4074771"
"2024/03/28","28548","238","4114036"
"2024/03/29","28559","11","4120161"
"2024/04/01","28563","4","4124444"
"2024/04/02","28567","4","4125078"
"2024/04/03","28332","-235","4134887"
"2024/04/04","28391","59","4152625"
"2024/04/05","27905","-486","4086072"
"2024/04/08","28366","461","4157977"
"2024/04/09","28390","24","4167225"
"2024/04/10","28404","14","4196206"
"2024/04/11","28356","-48","4192261"
"2024/04/12","28582","226","4231009"
"2024/04/15","28238","-344","4182709"
"2024/04/16","28072","-166","4163548"
"2024/04/17","28082","10","4171407"
"2024/04/18","27860","-222","4140528"
"2024/04/19","27854","-6","4145255"
"2024/04/22","27617","-237","4111941"
"2024/04/23","27868","251","4150207"
"2024/04/24","28203","335","4205657"
"2024/04/25","28331","128","4228789"
"2024/04/26","28243","-88","4220691"
"2024/04/30","28832","589","4313053"
"2024/05/01","28573","-259","4277070"
"2024/05/02","28145","-428","4220370"
"2024/05/07","28681","536","4341158"
"2024/05/08","28878","197","4378596"
"2024/05/09","29008","130","4408279"
"2024/05/10","29170","162","4454406"
"2024/05/13","29274","104","4472645"
"2024/05/14","29339","65","4487098"
"2024/05/15","29516","177","4517897"
"2024/05/16","29373","-143","4497943"
"2024/05/17","29629","256","4543999"
"2024/05/20","29728","99","4563850"
"2024/05/21","29868","140","4589991"
"2024/05/22","29912","44","4607187"
"2024/05/23","29944","32","4615583"
"2024/05/24","29769","-175","4592037"
"2024/05/27","29922","153","4620006"
"2024/05/28","29935","13","4626467"
"2024/05/29","30031","96","4641278"
"2024/05/30","29851","-180","4627294"
"2024/05/31","29510","-341","4577275"
"2024/06/03","29833","323","4630645"
"2024/06/04","29734","-99","4618477"
"2024/06/05","29558","-176","4639055"
"2024/06/06","30002","444","4713254"
"2024/06/07","30002","0","4717688"
"2024/06/10","30204","202","4751901"
"2024/06/11","30346","142","4777691"
"2024/06/12","30404","58","4815212"
"2024/06/13","30601","197","4849711"
"2024/06/14","30755","154","4878251"
"2024/06/17","30793","38","4891803"
"2024/06/18","31073","280","4939646"
"2024/06/19","31196","123","4971956"
"2024/06/20","31235","39","4982248"
"2024/06/21","31342","107","4999223"
"2024/06/24","31448","106","5026240"
"2024/06/25","31290","-158","5005418"
"2024/06/26","31456","166","5040064"
"2024/06/27","31703","247","5086542"
"2024/06/28","31789","86","5106374"
"2024/07/01","31693","-96","5096332"
"2024/07/02","31873","180","5131965"
"2024/07/03","32052","179","5211256"
"2024/07/04","32188","136","5243217"
"2024/07/05","32129","-59","5239301"
"2024/07/08","32228","99","5255445"
"2024/07/09","32297","69","5280009"
"2024/07/10","32442","145","5336540"
"2024/07/11","32813","371","5403730"
"2024/07/12","32000","-813","5278040"
"2024/07/16","32136","136","5306152"
"2024/07/17","32363","227","5350729"
"2024/07/18","31370","-993","5205603"
"2024/07/19","31451","81","5227905"
"2024/07/22","31237","-214","5195660"
"2024/07/23","31415","178","5227773"
"2024/07/24","31191","-224","5195383"
"2024/07/25","29979","-1212","4997558"
"2024/07/26","29974","-5","4998145"
"2024/07/29","30234","260","5038027"
"2024/07/30","30322","88","5054483"
"2024/07/31","29851","-471","4982128"
"2024/08/01","29763","-88","4970387"
"2024/08/02","29337","-426","4902280"
"2024/08/05","28019","-1318","4717183"
"2024/08/06","27091","-928","4559281"
"2024/08/07","27759","668","4649079"
"2024/08/08","27387","-372","4581884"
"2024/08/09","28298","911","4741149"
"2024/08/13","28377","79","4782151"
"2024/08/14","28811","434","4860459"
"2024/08/15","28975","164","4900748"
"2024/08/16","29798","823","5045485"
"2024/08/19","29620","-178","5030464"
"2024/08/20","29611","-9","5036508"
"2024/08/21","29382","-229","5006218"
"2024/08/22","29468","86","5025421"
"2024/08/23","29378","-90","5012067"
"2024/08/26","29165","-213","4976468"
"2024/08/27","29337","172","5007337"
"2024/08/28","29266","-71","4999725"
"2024/08/29","29144","-122","4980411"
"2024/08/30","29198","54","4991623"
"2024/09/02","29789","591","5094008"
"2024/09/03","29977","188","5126703"
"2024/09/04","28995","-982","4958793"
"2024/09/05","28629","-366","4942073"
"2024/09/06","28435","-194","4908992"
"2024/09/09","27858","-577","4812887"
"2024/09/10","28331","473","4896229"
"2024/09/11","28178","-153","4897033"
"2024/09/12","28625","447","4979661"
"2024/09/13","28576","-49","4973022"
"2024/09/17","28618","42","4986391"
"2024/09/18","28799","181","5019234"
"2024/09/19","29125","326","5084307"
"2024/09/20","29440","315","5141413"
"2024/09/24","29668","228","5182149"
"2024/09/25","29657","-11","5184624"
"2024/09/26","29866","209","5225113"
"2024/09/27","30180","314","5284140"
"2024/09/30","29562","-618","5177859"
"2024/10/01","29974","412","5253582"
"2024/10/02","29660","-314","5202228"
"2024/10/03","30324","664","5359169"
"2024/10/04","30192","-132","5341270"
"2024/10/07","30832","640","5459838"
"2024/10/08","30418","-414","5387607"
"2024/10/09","30786","368","5460101"
"2024/10/10","31248","462","5567286"
"2024/10/11","31023","-225","5529245"
"2024/10/15","31673","650","5649044"
"2024/10/16","31354","-319","5593591"
"2024/10/17","31574","220","5639792"
"2024/10/18","31673","99","5663643"
"2024/10/21","31652","-21","5662841"
"2024/10/22","31872","220","5705197"
"2024/10/23","31990","118","5731558"
"2024/10/24","31994","4","5733371"
"2024/10/25","31931","-63","5722507"
"2024/10/28","32191","260","5769574"
"2024/10/29","32168","-23","5768524"
"2024/10/30","32299","131","5796449"
"2024/10/31","32262","-37","5790582"
"2024/11/01","31336","-926","5625136"
"2024/11/05","31456","120","5648860"
"2024/11/06","31931","475","5774383"
"2024/11/07","33121","1190","6009050"
"2024/11/08","33044","-77","5999805"
"2024/11/11","33175","131","6032312"
"2024/11/12","33358","183","6090094"
"2024/11/13","33509","151","6125371"
"2024/11/14","33691","182","6162270"
"2024/11/15","33721","30","6169895"
"2024/11/18","32751","-970","5994426"
"2024/11/19","32911","160","6036193"
"2024/11/20","33133","222","6085245"
"2024/11/21","33182","49","6099008"
"2024/11/22","33232","50","6114426"
"2024/11/25","33289","57","6128563"
"2024/11/26","33388","99","6149610"
"2024/11/27","33284","-104","6138356"
"2024/11/28","32919","-365","6074007"
"2024/11/29","32695","-224","6035753"
"2024/12/02","32768","73","6049289"
"2024/12/03","32794","26","6062087"
"2024/12/04","32779","-15","6102746"
"2024/12/05","33103","324","6173608"
"2024/12/06","32972","-131","6152161"
"2024/12/09","33010","38","6164830"
"2024/12/10","33182","172","6200002"
"2024/12/11","33154","-28","6226149"
"2024/12/12","33543","389","6305888"
"2024/12/13","33498","-45","6300543"
"2024/12/16","33697","199","6341285"
"2024/12/17","33906","209","6387579"
"2024/12/18","33659","-247","6349737"
"2024/12/19","32921","-738","6215859"
"2024/12/20","33532","611","6333386"
"2024/12/23","33634","102","6359319"
"2024/12/24","34038","404","6445389"
"2024/12/25","34398","360","6519380"
"2024/12/26","34409","11","6526029"
"2024/12/27","34561","152","6554869"
"2024/12/30","34182","-379","6515457"
"2025/01/06","33928","-254","6479861"
"2025/01/07","34226","298","6562059"
"2025/01/08","33819","-407","6629723"
"2025/01/09","33944","125","6677818"
"2025/01/10","33890","-54","6707476"
"2025/01/14","33296","-594","6589832"
"2025/01/15","33443","147","6648546"
"2025/01/16","33709","266","6720100"
"2025/01/17","33378","-331","6668566"
"2025/01/20","33892","514","6779905"
"2025/01/21","33896","4","6790899"
"2025/01/22","34073","177","6826386"
"2025/01/23","34492","419","6935051"
"2025/01/24","34638","146","6970375"
"2025/01/27","34381","-257","6923922"
"2025/01/28","33778","-603","6808375"
"2025/01/29","34210","432","6911505"
"2025/01/30","33849","-361","6847543"
"2025/01/31","33955","106","6877949"
"2025/02/03","34065","110","6906331"
"2025/02/04","33730","-335","6844498"
"2025/02/05","33694","-36","6895027"
"2025/02/06","33506","-188","6863700"
"2025/02/07","33340","-166","6837715"
"2025/02/10","33169","-171","6807414"
"2025/02/12","33693","524","6921959"
"2025/02/13","33878","185","6997338"
"2025/02/14","33855","-23","7001255"
"2025/02/17","33659","-196","6963968"
"2025/02/18","33606","-53","6960645"
"2025/02/19","33797","191","7000104"
"2025/02/20","33652","-145","6982949"
"2025/02/21","33229","-423","6896246"
"2025/02/25","32581","-648","6766169"
"2025/02/26","32147","-434","6678001"
"2025/02/27","32221","74","6701737"
"2025/02/28","31801","-420","6617854"
"2025/03/03","32500","699","6768211"
"2025/03/04","31656","-844","6598079"
"2025/03/05","31398","-258","6597553"
"2025/03/06","31617","219","6647192"
"2025/03/07","30809","-808","6482249"
"2025/03/10","30837","28","6491156"
"2025/03/11","29868","-969","6290081"
"2025/03/12","29925","57","6335559"
"2025/03/13","30119","194","6377027"
"2025/03/14","29711","-408","6294987"
"2025/03/17","30448","737","6455579"
"2025/03/18","30787","339","6530566"
"2025/03/19","30493","-294","6486448"
"2025/03/21","30628","135","6520707"
"2025/03/24","30806","178","6562688"
"2025/03/25","31590","784","6737404"
"2025/03/26","31484","-106","6719899"
"2025/03/27","31212","-272","6668532"
"2025/03/28","31218","6","6673400"
"2025/03/31","30280","-938","6475515"
"2025/04/01","30512","232","6527668"
"2025/04/02","30632","120","6555339"
"2025/04/03","30425","-207","6547270"
"2025/04/04","28603","-1822","6160987"
"2025/04/07","26851","-1752","5792988"
"2025/04/08","27154","303","5858686"
"2025/04/09","26296","-858","5680460"
"2025/04/10","29099","2803","6325130"
"2025/04/11","27452","-1647","5975134"
"2025/04/14","27889","437","6081518"
"2025/04/15","28191","302","6151045"
"2025/04/16","28005","-186","6125284"
"2025/04/17","27301","-704","5977996"
"2025/04/18","27325","24","5987259"
"2025/04/21","27091","-234","5941332"
"2025/04/22","26401","-690","5790161"
"2025/04/23","27284","883","5989827"
"2025/04/24","27907","623","6128230"
"2025/04/25","28502","595","6261010"
"2025/04/28","28822","320","6334256"
"2025/04/30","28788","-34","6332347"
"2025/05/01","28931","143","6371829"
"2025/05/02","29710","779","6547412"
"2025/05/07","29124","-586","6453178"
"2025/05/08","29376","252","6516416"
"2025/05/09","29994","618","6670929"
"2025/05/12","30006","12","6700911"
"2025/05/13","31398","1392","7015655"
"2025/05/14","31504","106","7048754"
"2025/05/15","31313","-191","7006980"
"2025/05/16","31191","-122","6979825"
"2025/05/19","31383","192","7028093"
"2025/05/20","31497","114","7054938"
"2025/05/21","31150","-347","6979864"
"2025/05/22","30453","-697","6830874"
"2025/05/23","30557","104","6854671"
"2025/05/26","30107","-450","6754003"
"2025/05/27","30028","-79","6737766"
"2025/05/28","31008","980","6957644"
"2025/05/29","31262","254","7022165"
"2025/05/30","30919","-343","6947388"
"2025/06/02","30867","-52","6938040"
"2025/06/03","30825","-42","6928341"
"2025/06/04","31258","433","7062144"
"2025/06/05","30986","-272","7012482"
"2025/06/06","31047","61","7026754"
"2025/06/09","31618","571","7159188"
"2025/06/10","31608","-10","7157651"
"2025/06/11","31833","225","7236449"
"2025/06/12","31566","-267","7177827"
"2025/06/13","31458","-108","7153592"
"2025/06/16","31398","-60","7149103"
"2025/06/17","31843","445","7250032"
"2025/06/18","31638","-205","7207357"
"2025/06/19","31533","-105","7187131"
"2025/06/20","31627","94","7207813"
"2025/06/23","31809","182","7249285"
"2025/06/24","31944","135","7281962"
"2025/06/25","32153","209","7327378"
"2025/06/26","32096","-57","7313383"
"2025/06/27","32305","209","7362832"
"2025/06/30","32527","222","7415632"
"2025/07/01","32444","-83","7397428"
"2025/07/02","32411","-33","7391091"
"2025/07/03","32551","140","7455416"
"2025/07/04","33054","503","7574312"
"2025/07/07","33003","-51","7570223"
"2025/07/08","33125","122","7598320"
"2025/07/09","33283","158","7638157"
"2025/07/10","33257","-26","7654322"
"2025/07/11","33528","271","7717477"
"2025/07/14","33499","-29","7712551"
"2025/07/15","33699","200","7758726"
"2025/07/16","33878","179","7803478"
"2025/07/17","33862","-16","7807650"
"2025/07/18","34086","224","7860054"
"2025/07/22","33853","-233","7808252"
"2025/07/23","33648","-205","7760443"
"2025/07/24","33915","267","7823555"
"2025/07/25","34153","238","7879211"
"2025/07/28","34371","218","7930176"
"2025/07/29","34556","185","7974802"
"2025/07/30","34386","-170","7936633"
"2025/07/31","34608","222","7986391"
"2025/08/01","34806","198","8030583"
"2025/08/04","33534","-1272","7738894"
"2025/08/05","33877","343","7850939"
"2025/08/06","33863","-14","7859050"
"2025/08/07","34118","255","7924233"
"2025/08/08","33997","-121","7897886"
"2025/08/12","34461","464","8010194"
"2025/08/13","34706","245","8092137"
"2025/08/14","34548","-158","8065642"
"2025/08/15","34788","240","8120039"
"2025/08/18","34657","-131","8087542"
"2025/08/19","34749","92","8119596"
"2025/08/20","34508","-241","8065864"
"2025/08/21","34371","-137","8033611"
"2025/08/22","34477","106","8060839"
"2025/08/25","34747","270","8124956"
"2025/08/26","34531","-216","8075925"
"2025/08/27","34768","237","8136474"
"2025/08/28","34820","52","8149305"
"2025/08/29","34812","-8","8148647"
"2025/09/01","34677","-135","8118346"
"2025/09/02","34691","14","8122377"
"2025/09/03","34796","105","8147010"
